ID	Positive_score	Negative_score	Content
39	2	0	#tb me and My Princes so proud of her #love #motherhood #motherdaughter #infinity… https://t.co/jYi9fwEyJd
40	1	0	What is your favorite Cola?  #drinks #soda #pop #pepsi @CocaCola @pepsi #CokeZeroSugar400 #cocacola #CocaColaForMe… https://t.co/Q54pybLpRy
41	1	0	infinity bracelet https://t.co/ykUlNIgMLA #gift #love #infinity #forever #bracelet #gift https://t.co/K0T226HzDv
42	0	0	@gofooji Can't wait #Avengers #Infinity War
43	1	0	.@MarvelStudios hit you right in the feels with a new @Avengers #Infinity War Featurette, Legacy. 10 years in the m… https://t.co/KMOntUzWXv
44	4	0	@MarvelStudios Thank you so much Marvel for these amazing 10 years of amazing movies that are more than just entert… https://t.co/KTahPnqGMC
45	0	1	Watch #RajivDikshit and #RajivMalhotra videos some time you will understand a lot of conspiracies that are being ha… https://t.co/EK1IPdh9gx
46	1	0	Another beautiful bracelet for Mother's Day. Order today!!! #charmbracelet #infinity #Mom #kellyjodesigns https://t.co/6EkpH2jZ4u
47	0	0	Our brother brand @KillItDeadltd check them out....  #killitdead #kid #clothing #apparel #design #art  #fashion… https://t.co/FL38pL4aDl
48	0	1	@MarvelStudios Tony Stark and my little Peter Parker! #Avengers #Infinity
49	1	0	#Avengers #Infinity War I'm ready! https://t.co/Pl1MiJcfdT
50	1	0	@MarvelStudios got my queen, so i’m ready (i’m really not) for #infinity war  #DestinyArrives #blackwidow https://t.co/ErAC64zZoT
51	1	1	Infinite Chess | Impossible Puzzles on An Infinite Board https://t.co/jIh2DFp0aD Enjoy the video and share with fri… https://t.co/nzaXb9Ehl4
52	0	2	Guessing game of who's liable in Uber crash continues https://t.co/APff1qB1kg  #insurance #infinity #car
53	1	0	Want to include one more color, any suggestions?  #Firays #OnlyOne #Uniqueness #Infinity #Freedom #Uniquegift… https://t.co/FIwaC7Dens
54	0	1	@MarvelStudios #avengers #infinity wars stucky,young gamora,tasha,neb,blackorder,ned,strange,Bautista,quill,rocket,myselves!!!
55	1	0	Director @poeradlee makes sure the equation is right for the start of our run of #Infinity by @moscotweets. Preview… https://t.co/ixrf8qhfcL
56	0	0	Aspettando Avengers: Infinity War Thor -  #Aspettando #Avengers: #Infinity https://t.co/hr37wIGLAR
57	0	0	@gofooji Chicago!! #Avengers #Infinity War
58	0	0	@_staxy to #infinity and beyond :-):-)
59	0	0	#Pink #Opal #Necklace W/ #Infinity Motif In #Bali-Style #SterlingSilver, #Handmade #Jewelry By #NorthCoastCottage… https://t.co/wwPzdLnkCn
60	0	0	You Have My Heart for Infinity Art (discounted from $68 down to $33) https://t.co/TDOtLDhbmy #beadwoven #wallart… https://t.co/mYxE33I7Tv
61	0	0	@MarvelStudios @Avengers I started the MCU journey with Iron Man 2 and I was hooked along the way to the end. #Avengers #Infinity War
62	1	2	Excited atom just got to ZPE. #infinity 😭
63	4	0	New tattoos #dogpaws #infinity 🐾❤❤ https://t.co/iJ2xzeCkCF
64	1	0	Infinity Scarf knitting pattern Knit Lace Easy for beginner la by KnittyDebby  https://t.co/3W8nFHoIMg via @Etsy… https://t.co/sMKd88ohkZ
65	0	2	Missing this gangster already!  ( Cr. @EmilyVanCamp ) #Revenge #EmilyVancamp #Infinity https://t.co/HDXRrYX2xN
66	6	0	@CinemaPichhi @ActorMadhavan @chay_akkineni @MythriOfficial @mmkeeravaani #maddy can be watched #infinity times 😋😋😋
67	3	0	@JimCarrey Yes..  The only Point where #sky_and_ground meets.. Is #INFINITY.. ‍❤️‍👍.. As same of the #ETERNAL_LOVE.. 💖💕💕
68	0	0	9 Days #infinity
69	0	0	Choose from our 9 jets. Press 'Play Game' on our page or download from the link below. Android devices only.… https://t.co/H17QvoB7bW
70	0	0	Choose from our 9 jets. Press 'Play Game' on our page or download from the link below. Android devices only.… https://t.co/5FE30wInNs
71	1	0	#YRB Vivienne Tam Fall/Winter 18 @VivienneTam #UNITY #WHOLENESS #INFINITY #VTFW18 #NYFW https://t.co/KpX5eWZKYp… https://t.co/lgH7xbXcU9
72	0	0	@Marvel , countdown has begun #infinity war has arrived, suit up.
73	0	0	View your world with Micromax Canvas Infinity 4G @ #TheChennaiMobiles #Micromax #Canvas #Infinity https://t.co/MKnnSb5lNX
74	1	0	Join 4 people right now at "Galaxy S10 design reportedly finalized: Infinity Display, 3D camera, under-glass scanne… https://t.co/ZDTQTDz8TK
75	1	0	Hotsprings work wheels event. #nissanskyline #nissan #skyline #infinity #v35 #v36 #v37 #stance… https://t.co/FbTnzj7VLt
76	10	0	╔══╗ ╚╗╔╝ ╔╝╚╗ ╚══╝ ╔╗  ║║╔═╦╦╦╔╗ ║╚╣║║║║╔╣ ╚═╩═╩═╩═╝ ╔╗╔╗ ║║║║ ║╚╝║ ╚══╝#Munee 💖 #INFINITY  💖 #just_us 💖 💖💖💖💖💖💖💖 S… https://t.co/GtjOhmNnXR
77	5	0	#HappyTuesday👍#friends💞#TwitterWorld 🌍   I wish you a #HappyDay😀💕💝🎉  👍Love💙Live🌸&amp; Be Happy😎  ☮️CARPE DIEM💖  #TT4F… https://t.co/6lu0utNpXk
78	0	0	Usually Superheroes movies aren't my cup of tea, but on evening I'll watch Superman Returns just for #KevinSpacey #Infinity
79	0	1	There's a reason why your mouth isn't zipped!  Keep going with the infinite #BlahBlah &amp; tag your #Blah buddies! 🤟🏻… https://t.co/LtxqbZZpuI
80	15	0	Retweeted AǸdr㉫A し.✿ ∞ (@vilaandrea24):  💖💖💖💖💖💖💖💖💖💖💖💖 #MUNEE 💖😘 #INFINITY  #TeamSTALLION  #1DDrive  #TT4F #Jen2Gain… https://t.co/I4IpRXVYfc
81	1	0	infinity bracelet https://t.co/J0dDnBmiLc #gift #love #infinity #forever #bracelet #gift https://t.co/K0T226HzDv
82	1	0	It's all about #infinity and #love! Buy this necklace here: https://t.co/FPDmhRCvCk  #jewelry #fashion… https://t.co/Fvl2fgZWYj
83	0	0	Basic Check Pattern Infinity Scarf #women #accessories #scarves #basic #check #infinity #scarf… https://t.co/3Fq50579lh
84	2	0	We support gay soldiers trans soldiers human soldiers We support gay trans #infinity   #YourFascismIsShowing https://t.co/r7XdhtOqwF
85	3	1	Love. The bond that bridges the impossible with the possible.  #hope #wisdom #love #bond #bridge #tether #overcome… https://t.co/XoGl2w80IY
86	0	0	#ForSALE: Set of FIVE RARE #LEGO Variant Covers from #MarvelComics | Titles include #UncannyAvengers, #Wolverine &amp;… https://t.co/hQl96fyunm
87	43	0	💎💖💖💎💖💖💎 💖💖💖💖💖💖💖 💖💖💖💖💖💖💖 💎💖💖💖💖💖💎 💎💎💖💖💖💎💎 💎💎💎💖💎💎💎  💖 #INFINITY  ➿💖 💖Sweet Dreams💖 💖💖💖My sun   💖 💖💖  #JUST_US💖  💎💖💖💎💖💖… https://t.co/6pIYGcOWzG
88	10	0	╔══╗ ╚╗╔╝ ╔╝╚╗ ╚══╝ ╔╗  ║║╔═╦╦╦╔╗ ║╚╣║║║║╔╣ ╚═╩═╩═╩═╝ ╔╗╔╗ ║║║║ ║╚╝║ ╚══╝#Munee 💖 #INFINITY  💖 #just_us 💖 💖💖💖💖💖💖💖 S… https://t.co/qIOnkP6h3L
89	1	0	"We're all just walking each other home" -Baba Ram Dass  #truth #spirituality #occult #God #love #psychedelics… https://t.co/10HyNbOfa1
90	2	0	Beautiful #mosaic #super #pool Bef-After in #gulfofmexico by @ryanhughespools - https://t.co/lCkrao18Uk. #infinity… https://t.co/nJUd9lieub
91	1	0	OUR VENDOR GUYS!! They are selling phone covers, plush toys &amp; everything else! Check their instagram for more pictu… https://t.co/pvb8PLn1fa
92	2	0	I uploaded a new episode, "46. READY PLAYER ONE THE RIGHT PATH TO VIDEO GAME MOVIES", on #spreaker #anime #avengers… https://t.co/c4CcblM2Fd
93	1	0	That tongue ☺️! #infinity #toocute #pinkpuppy #pinktongue #carandmotorpuppies #sgtpeppersfriends… https://t.co/DpFMaTo7z8
94	0	0	Infinity Wars - Animated Trading Card Game - [Patch Notes] Version 1.4.10 https://t.co/0TZgJp8no4 #Infinity #Wars #- #Animated #Tradin
95	1	0	#Designer Lien Hoang’s #Infinity Sparkle Collection #boutiqueshopping https://t.co/yIQrazNr02
96	1	0	Every infinity is in finite space  #truth #spirituality #occult #God #love #psychedelics #space #acid #love… https://t.co/8HwwUSbmJf
97	0	0	@lovesafadas @TulioPromoter @lovesafadaspics @AdultBrazil @soasgostosas @ImagensDay @BelasBrasil_ @nudes25hrs… https://t.co/GQaloaY0xA
98	3	0	The #infinity #q30 is pretty much a #MercedesBenz real nice! Not too fast though. Check em out
99	2	0	Just listed! A new lot of used / in very good condition #Infinity #Primus products including:… https://t.co/yhODv4iRJ3
100	0	4	But the thing is that #Avengers #Infinity #War er 1st 20min er vitre #Loki mara jaibo 😭😭
101	1	0	I enjoyed participating in the Peo Ya Rona Society sponsored walk towards upgrade of Gaborone Senior Secondary Scho… https://t.co/0mXDoTzOtd
102	0	0	#Infinity War is out next week! https://t.co/SEwgc5Xqx1
103	0	1	@BTCare and again, the network is dreadful. about time #BT sorted this so called #Infinity out on the #Isleoflewis https://t.co/3XSr5IEV0v
104	0	0	@LazerzZHD I can not wait #9day #infinity war
105	0	0	These is something going behind this cash crunch in banka and atm, I don't know what gov is up to? #Infinity
106	2	0	Lucky to have you both! #infinity #lucky #siblingsfromdifferentparents https://t.co/5ZbO3QsVcW
107	0	1	@BTCare #infinity is a joke on the #Isleoflewis, that's 6 times the network has dropped off today, on and off all weekend.
108	0	0	Looking forward to seeing #Infinity Opening Night! #yeg #yegtheatre https://t.co/jWDbTxNoMK
109	0	0	9 is the last number, then life recycles back to 0 again, any number beyond 9 is a step into #infinity 10 = balance (#binarycode)
110	0	0	That is why I don't want #Congress to come back because they will prove me anything to be in power, they can coine… https://t.co/RDtoImTJrB
111	4	0	Waiting on Spring! Fabulous Obaku rose gold watch stacked with our super chic infinity bangles! #spring #obaku… https://t.co/38anKxEjMs
112	0	0	Looking forward to Opening Night ... Previews for #Infinity by @moscotweets start tomorrow (Tuesday). Tix available… https://t.co/i8mmJpsXKC
113	1	1	Staying sharp: Cutting through new restaurant workplace injury trends https://t.co/8akgp7QA9A  #insurance #restaurant #infinity
114	1	0	@carriecoon @Variety Just found out that my favorite actress is voicing Proxima Midnight in @Avengers: #Infinity Wa… https://t.co/jAjya7mIiF
115	1	0	The #man who knew #infinity 🙏🙏 #Srinivasa  #Ramanujan  #Stamp #Mathematicians #mathematics #Genius https://t.co/WkdcbeZ6iH
116	1	0	Check out at whats brewing over at Top of Turn One! Stay tuned for wips &amp; more details about the public contest!… https://t.co/BrgI4ykFg7
117	0	0	#TWD Season 9 Sherry = ALPHA  Daryl = BETA #infinity 🔜🔄
118	1	0	"The theological infinite, then, is distinguished from the mathematical infinite in that the theological infinite i… https://t.co/eKLTshNc4W
119	1	0	Personalised infinity bracelet, great gift idea for your bridal party #infinity #bracelet #jewellery #bridesmaids… https://t.co/uCRUePfWcT
120	1	0	So pleased with my new car sign and order stickers #infinity #bracelet #bridesmaids #wedding #jewellery #gift… https://t.co/1nOCXchUCc
121	2	0	Knowledge is as integral to our existence as is the breath of life.  #hope #wisdom #knowledge #existence #breath… https://t.co/zZSy9b25MR
122	0	0	#Got7 #İnfinite #ahgases #igot7selcaday #INSPIRIT #INFINITE #Tellme #LookGOT7  #Infinity #Woogyu #Myungyeol… https://t.co/gJTRhAS6ZE
123	1	0	『Falling asleep... ～M～』 . #夢見る少女  #sleep  . #Love #Photography #Infinity #関西のフォトグラファー #フォトグラファー #モデル募集 #写真好き… https://t.co/UUZYqxCEEF
124	0	1	Some people's minds are..... #Infinity Without  #Limits Never,never been  #Empty Those kind of people have  #Pop… https://t.co/S9VrqTI54S
125	0	0	#Womens #Cowl #Scarf #Infinity Eternity #Boho #Hippie #Knitted #Wrap #Shawl #Fringe #Handmade #festival #gypsy… https://t.co/jHrkB1ipeH
126	0	0	Midwest Choppas 💯😈  #Prophit #Infinity #TME #TroubleMakersEnt #LasSirenas #NightClub #GorillaZoe #Bars #Flex https://t.co/yu2O3rK1f1
127	0	0	Its all about #Karnataka Election that it is being made political.  #Infinity
128	1	0	Another Imperial City building now available from the webstore. Modular with 3 floors. #corvusgamesterrain… https://t.co/7NYzHvUU7Y
129	1	0	Which color will you choose?  #Firays #OnlyOne #Uniqueness #Infinity #Freedom #Uniquegift #Customized #Together… https://t.co/4PW6S2vEiO
130	0	0	#Pink #Opal #Necklace W/ #Infinity Motif In #Bali-Style #SterlingSilver, #Handmade #Jewelry By #NorthCoastCottage… https://t.co/De0u98utqx
131	0	0	INFINITY WAR BACKPACKS USE PROMO CODE SUPERHEROES &amp; RECEIVE 25% OFF https://t.co/iTYRoCxycX  #InfinityWar… https://t.co/lYCXfyC6BA
132	1	0	One wk left 😍 #Infinity
133	0	0	The Infinity Line 4 @designbyhumans by @Boby_Berto https://t.co/yHx1DAxKVE #infinity #line #white #tshirt #clothing… https://t.co/gJM3qsvCAu
134	1	0	Proper way to start your week  #deluxekingsuite #ilovegreece #vacation #hotelroom #mykonos #seaview #summertime… https://t.co/TYiXDlTaCK
135	0	0	The Man @RobertDowneyJr arrives at the Red Carpet Fan Event of @Avengers #Infinity War! #AssembleAtSMCinema… https://t.co/Ci5DClCjyT
136	2	0	The fragrance by Nuroma is a scent of freedom, full of wind and water. The composition is built of a perfect harmon… https://t.co/oJJtqzwgMM
137	1	0	Showtime... #RedCarpet #infinity #infinitywar #Marvel #avengersinfinitywar #MarvelStudios… https://t.co/q9ELw6UMs7
138	0	0	#36daysoftype  Day 9: letter I  #infinity #goeson #long #repeat #lines #36days_i #i #alphabet… https://t.co/NaeiDNzffc
139	0	0	2 hours to go before we get to see this chap! ... #RedCarpet #infinity #infinitywar #Marvel… https://t.co/zPRgVBfDDT
140	0	0	I'm now caught up in my #DoctorStrange chronological reading to the 1982-3 #CloakandDagger miniseries. So, I'm taki… https://t.co/vT5eJPWyyB
141	1	0	3 hours to go ... #RedCarpet #infinity #infinitywar #Marvel #avengersinfinitywar #MarvelStudios… https://t.co/JBqKo9T7De
142	1	0	4 hours to go ... #RedCarpet #infinity #infinitywar #Marvel #avengersinfinitywar #MarvelStudios… https://t.co/WvkpF20qD1
143	1	0	5 hours to go ... #RedCarpet #infinity #infinitywar #Marvel #avengersinfinitywar #MarvelStudios… https://t.co/hYTC4Pu98a
144	0	0	RT @Steve_Games - TWILIGHT FORCE 106 Metal Man https://t.co/je4yLmpI8f  #space #infinity #indie #Games #scifi… https://t.co/XIuql0lmo2
145	1	0	Fresh At 12:05AM PDT https://t.co/nvpqRVcPmh   #TwilightZone #space #infinity #indie #Games #scifi #sciencefiction… https://t.co/mRoatkOjzE
146	1	0	They must _release #Infinity MV first !😍 https://t.co/28NyyaLJCK
147	1	0	6 hours to go ... #RedCarpet #infinity #infinitywar #Marvel #avengersinfinitywar #MarvelStudios… https://t.co/MUnOQrPO9E
148	1	0	Imma love me more this year #ALL2O18 #infinity
149	1	0	7 hours to go ... #RedCarpet #infinity #infinitywar #Marvel #avengersinfinitywar #MarvelStudios… https://t.co/xDhpa5FFFa
150	1	0	Symbolising the free flow of ideas and information as our lifeblood - free-flowing, p2p censorship resistant, priva… https://t.co/FAa7PEDKj7
151	3	0	https://t.co/Qd0FwMhIvS I love this song !!!!!!!! So beautiful !!!!!!!! #LoveSong #Love #song #JohnLegend… https://t.co/JoEQ8A69bX
152	1	0	8 Hours to go ... #RedCarpet #infinity #infinitywar #Marvel #avengersinfinitywar #MarvelStudios… https://t.co/h1TaS2gEr5
153	1	0	9 Hours to go ... #RedCarpet #infinity #infinitywar #Marvel #avengersinfinitywar #MarvelStudios… https://t.co/12RbFK548k
154	0	0	#NewComics Picks of the Week on sale Wednesday 4/18:  •#ActionComics #1000 -- midnight release party 4/17, 11pm-123… https://t.co/2TaHWPU0Tu
155	0	1	Finally broke out some #Infinity models to paint. Tonight's project: a Lasiq sniper. She's… https://t.co/W8I34na4gx
156	19	0	💖💖💖💖 #INFINITY 💖💖💖💖💖 #MUNEE 💖💖💖💖💖💖💖 #JUST_US 🎀🎀🎀🎀➿➿➿➿➿➿➿➿➿  💖💎Sweet dreams my air💎💖 💎💎💎💎💎💎💎💎💎 ➿➿➿➿➿➿➿➿➿ 🎀🎀🎀🎀 💑💑💑💑💑… https://t.co/zI1EN7mBEU
157	0	0	Never gonna separate 💍🐻💯  #infinity
158	1	0	infinity bracelet https://t.co/ykUlNIgMLA #gift #love #infinity #forever #bracelet #gift https://t.co/IrUcgYOVqG #gift #GADGET
159	0	0	#ROCKETEERshoutouts @StitchesATL I been. Playing this track all week idruskii1 #infinity 🔥… https://t.co/XZddEtRGSV
160	0	0	Listen to Infinity (original mix) by Eymriis #np on #SoundCloud https://t.co/pcoSnKocEz Don't forget to check this… https://t.co/NU4XYLsKxs
161	0	0	Last set came in. I'll have 4 of these and my #kickeraudio subs. #infinity #lowlife #static… https://t.co/T8v4xFWxSk
162	0	0	#Pink #Opal #Necklace W/ #Infinity Motif In #Bali-Style #SterlingSilver, #Handmade #Jewelry By #NorthCoastCottage… https://t.co/D8sTSYAhhm
163	1	1	I was going to do this survey to have a chance to win the $ from @sobeys but my phone battery died while trying to… https://t.co/4nGPCD5cbI
164	0	0	#FakeHorrorFilmFacts #TwilightZone is a documentary https://t.co/nvpqRVcPmh #space #infinity #scifi #sciencefiction… https://t.co/D8iQOnqevG
165	0	0	Crypto assets backed by diamonds https://t.co/125JAv6PDC @creamcoin #Diamonds #cryptocurrency #blockchain #INFINITY… https://t.co/8ca65Gy7CS
166	1	1	#Whitecross #road aint half bleak at this time of #night Oh well about #ten klicks or maybe a quick pint at the tra… https://t.co/wAsSHR3Nzo
167	1	1	Join 7 people right now at "Avengers Director Shocked That Indonesia Has Made Cuts to His Film" #cheers #movies… https://t.co/v93Z4coVDK
168	1	0	Love knot bangle - #karma #infinity https://t.co/IrUcgYOVqG #gift https://t.co/QFvHmW206o
169	1	0	So #infinity equals 32 million tons?! That’s definitely news. @independent is semi-literate. And can’t count good. https://t.co/tj3VmVkzTC
170	1	0	Where #infinity meets the #water. . . The calm before the WOD . #ocean #lazyday #CrossFit… https://t.co/3xk2WtRxYZ
171	0	2	#OneDirectionReunion #infinity Down to earth  Keep 'em falling when i know it hurts...
172	1	1	@iam_Davido Listen and Tag someone you love to kiss today #INFINITY dropping tomorrow..   No be bad thing to tell s… https://t.co/Xdr9pg6Y65
173	1	0	@iam_Davido @Peruzzi_VIBES @yondamusic @Fresh_vdm Listen and Tag someone you love to kiss today #INFINITY dropping… https://t.co/vr2Ej9k3QK
174	0	1	#Infinity (that’s not in the Lexicon, so don’t bother looking) https://t.co/sLmz1uXR3t
175	0	1	Blue Green Bulky #Cowl Scarf, Crochet, Handmade, #Infinity Scarf, Circle Scarf https://t.co/O3vQErsf1J
176	1	0	Wondering what tabletop game to play next? Looking for inspiration? You can check out my most recent reviews from… https://t.co/RI0CEkh0JN
177	1	0	Sometimes you need to go to the beach to get your "dekil" skin color fast. #trustme #me . . . . . . . . . . . . . .… https://t.co/EorRnHmCtK
178	0	0	The diamond wrap got an upgrade #infinity #wrap #customs #ombre #picoftheday #paintisdead #oneofakind https://t.co/bQblxuEIN8
179	2	0	Sundays are for stacking 💕 &gt;&gt; https://t.co/dVFtxvMeH5  #JohnGreedJewellery #Love #Infinity #Promise #Jewellery… https://t.co/TX5cu6YRj5
180	0	0	How many nights does it take to count the stars? That's the time it would take to fix my heart Oh, baby, I was ther… https://t.co/4V7AdlcUYg
181	0	3	My cousin just threatened to spoil @Avengers #infinity war for me just cause i spoiled star wars for him!...I'm scared
182	5	0	#HappySunday👍#friends💞  #TwitterWorld 🌍 I wish you a #Weekend😀💕💝🎉  👍Love💙Live🌸&amp; Be Happy😎  ☮️CARPE DIEM💖  #TT4F… https://t.co/yuNP0ks31e
183	0	0	Beginner's guide: focus and infinity #aperture #depthoffield #DOF #focallength #focus #hyperfocaldistance #infinity… https://t.co/R2MF9IwQ2u
184	0	0	Simple • Detailed Curve • Proportion Unique • Different  #Firays #OnlyOne #Uniqueness #Infinity #Freedom… https://t.co/aloILVVfXi
185	1	0	#silver #infinity #charm 23mm x 8mm Silver Infinity Charms - #Etsy - Connector by JazzhandsSupply… https://t.co/r4Yb4wsua1
186	1	0	Marvel #Avengers: #Infinity #War Trailer https://t.co/c37u5f5PUC via @YouTube “There was an idea called the Avenger… https://t.co/EX3sygvBcm
187	0	0	🕊                               🕊       I look at the Sky      I See Infinity      I look at the Sea      I See Inf… https://t.co/Z2CspE30t8
188	0	0	Some of the MANY rules for whilst watching @Avengers INFINITY WAR set by this guy.......Mind=Blown… https://t.co/608Rlh4CgJ
189	0	0	#Infinity is a floorless room without walls or ceiling.
190	0	0	You are about to enter https://t.co/nvpqRVcPmh  #TwilightZone #space #infinity #indie #Games #scifi #sciencefiction… https://t.co/VvZKDxlaeJ
191	1	0	$18.00 Ray Ban RB2132 New Wayfarer Classic Tortoise https://t.co/eX1X8ELd8d #rockabella #rockabilly #blueeyes… https://t.co/uu9rf1yqNH
192	0	1	#TitleOfMySexTape INFINITY WHORE a dimension vast as #space and timeless as #infinity  #scifi #sciencefiction… https://t.co/97VeZXg0Sq
193	2	0	Join 5 people right now at "Avengers: Infinity War Gets an Astounding Illustrated Poster by Paul Shipper" #cheers… https://t.co/ea0i9CS1FX
194	1	0	Fairytale is one of my favorite books of all but when I look at you there’s nothing that can seperate us from being… https://t.co/QobaJJ5zn3
195	0	0	You cannot go beyond infinity #infinity #numbers #truth
196	0	0	I had to update Beast.... Didn't like the way the first one came out. #Xmen #Beast #Marvel #Disney #Infinity #custom https://t.co/s48AIaC5pW
